dow_idx,dow_name,n_trades,net_pnl,win_rate,profit_factor,avg_pnl
0,Mon,1368,-1281.3500000000004,0.30409356725146197,0.7809714280830407,-0.9366593567251464
1,Tue,133,-41.84999999999998,0.3383458646616541,0.9054984757818676,-0.3146616541353382
2,Wed,391,429.29999999999995,0.29411764705882354,1.2773793370808293,1.0979539641943732
3,Thu,771,-1439.7000000000003,0.32555123216601817,0.6486608504667196,-1.8673151750972765
4,Fri,1598,-408.60000000000065,0.42803504380475593,0.9264585451894781,-0.25569461827284146
6,Sun,426,621.8,0.39436619718309857,1.6464625461350522,1.4596244131455398
