strategy,entry_ts,exit_ts,side,entry_price,exit_price,net_pnl,outcome,bars_held_minutes,reason
overnight_drift,2024-04-15T22:00:00+00:00,2024-04-16T02:38:00+00:00,buy,5104.75,5084.75,-506.2,stop,278,overnight_drift_long_b0225
overnight_drift,2024-04-16T22:00:00+00:00,2024-04-17T06:04:00+00:00,buy,5098.75,5078.75,-506.2,stop,484,overnight_drift_long_b0300
overnight_drift,2024-04-22T22:00:00+00:00,2024-04-23T13:00:00+00:00,buy,5052.5,5065.5,318.8,force_close_session,900,overnight_drift_long_b0300
overnight_drift,2024-05-01T22:00:00+00:00,2024-05-02T13:00:00+00:00,buy,5057.75,5079.75,543.8,force_close_session,900,overnight_drift_long_b0300
overnight_drift,2024-05-14T22:00:00+00:00,2024-05-15T13:00:00+00:00,buy,5268.25,5296.25,693.8,force_close_session,900,overnight_drift_long_b0200
overnight_drift,2024-05-15T22:00:00+00:00,2024-05-16T13:00:00+00:00,buy,5329.5,5333.5,93.8,force_close_session,900,overnight_drift_long_b0225
overnight_drift,2024-05-22T22:00:00+00:00,2024-05-23T13:00:00+00:00,buy,5340.5,5364.75,600.05,force_close_session,900,overnight_drift_long_b0300
overnight_drift,2024-06-10T22:00:00+00:00,2024-06-11T13:00:00+00:00,buy,5369.25,5356.0,-337.45,force_close_session,900,overnight_drift_long_b0250
overnight_drift,2024-06-24T22:00:00+00:00,2024-06-25T13:00:00+00:00,buy,5518.0,5526.25,200.05,force_close_session,900,overnight_drift_long_b0275
overnight_drift,2024-07-17T22:00:00+00:00,2024-07-18T13:00:00+00:00,buy,5647.25,5654.75,181.3,force_close_session,900,overnight_drift_long_b0250
overnight_drift,2024-07-18T22:00:00+00:00,2024-07-19T07:10:00+00:00,buy,5601.75,5581.75,-506.2,stop,550,overnight_drift_long_b0200
overnight_drift,2024-07-25T22:00:00+00:00,2024-07-26T13:00:00+00:00,buy,5450.0,5481.5,781.3,force_close_session,900,overnight_drift_long_b0300
