strategy,entry_ts,exit_ts,side,entry_price,exit_price,net_pnl,outcome,bars_held_minutes
regime,2024-04-04T10:14:00+00:00,2024-04-04T10:22:00+00:00,buy,5283.25,5281.75,-17.48,stop,8
regime,2024-04-04T10:24:00+00:00,2024-04-04T10:32:00+00:00,buy,5283.0,5281.25,-19.98,stop,8
regime,2024-04-04T10:12:00+00:00,2024-04-04T10:36:00+00:00,sell,5282.75,5280.0,25.02,target,24
regime,2024-04-04T10:12:00+00:00,2024-04-04T10:36:00+00:00,sell,5282.75,5280.25,22.52,target,24
regime,2024-04-04T10:18:00+00:00,2024-04-04T10:36:00+00:00,buy,5282.0,5280.75,-22.47,stop,18
regime,2024-04-04T10:20:00+00:00,2024-04-04T10:36:00+00:00,sell,5282.75,5280.5,30.03,target,16
regime,2024-04-04T10:22:00+00:00,2024-04-04T10:36:00+00:00,buy,5282.0,5280.5,-17.48,stop,14
regime,2024-04-04T10:12:00+00:00,2024-04-04T10:36:00+00:00,sell,5282.75,5280.0,25.02,target,24
regime,2024-04-04T10:28:00+00:00,2024-04-04T10:36:00+00:00,buy,5282.25,5280.75,-17.48,stop,8
regime,2024-04-04T10:32:00+00:00,2024-04-04T10:36:00+00:00,buy,5281.75,5280.25,-17.48,stop,4
regime,2024-04-04T10:34:00+00:00,2024-04-04T10:36:00+00:00,buy,5281.5,5280.25,-22.47,stop,2
regime,2024-04-04T10:38:00+00:00,2024-04-04T10:44:00+00:00,sell,5280.25,5281.75,-17.48,stop,6
regime,2024-04-04T10:42:00+00:00,2024-04-04T10:48:00+00:00,sell,5281.25,5282.5,-22.47,stop,6
regime,2024-04-04T10:36:00+00:00,2024-04-04T10:52:00+00:00,buy,5280.25,5283.0,25.02,target,16
regime,2024-04-04T10:04:00+00:00,2024-04-04T10:54:00+00:00,buy,5280.75,5283.75,27.52,target,50
regime,2024-04-04T10:30:00+00:00,2024-04-04T10:54:00+00:00,sell,5281.75,5283.25,-17.48,stop,24
regime,2024-04-04T10:40:00+00:00,2024-04-04T10:54:00+00:00,buy,5281.25,5283.75,22.52,target,14
regime,2024-04-04T10:50:00+00:00,2024-04-04T10:54:00+00:00,sell,5282.25,5283.5,-22.47,stop,4
regime,2024-04-04T08:06:00+00:00,2024-04-04T10:56:00+00:00,sell,5282.5,5284.75,-24.98,stop,170
regime,2024-04-04T10:08:00+00:00,2024-04-04T10:56:00+00:00,buy,5281.5,5284.25,25.02,target,48
regime,2024-04-04T10:10:00+00:00,2024-04-04T10:56:00+00:00,sell,5283.0,5285.0,-22.48,stop,46
regime,2024-04-04T10:52:00+00:00,2024-04-04T10:56:00+00:00,buy,5283.0,5285.25,30.03,target,4
regime,2024-04-04T10:54:00+00:00,2024-04-04T10:56:00+00:00,sell,5283.75,5285.0,-22.47,stop,2
regime,2024-04-03T23:34:00+00:00,2024-04-04T11:00:00+00:00,buy,5277.75,5285.75,38.76,target,686
regime,2024-04-04T10:58:00+00:00,2024-04-04T11:02:00+00:00,buy,5285.5,5284.0,-17.48,stop,4
regime,2024-04-04T10:56:00+00:00,2024-04-04T11:42:00+00:00,sell,5285.0,5282.25,25.02,target,46
regime,2024-04-04T11:04:00+00:00,2024-04-04T11:42:00+00:00,buy,5284.0,5282.25,-19.98,stop,38
regime,2024-04-08T22:00:00+00:00,2024-04-08T22:14:00+00:00,buy,5258.75,5256.75,-22.48,stop,14
regime,2024-04-08T22:24:00+00:00,2024-04-08T22:38:00+00:00,buy,5257.75,5256.75,-24.96,stop,14
regime,2024-04-08T22:28:00+00:00,2024-04-08T22:38:00+00:00,buy,5257.5,5256.75,-19.96,stop,10
regime,2024-04-08T22:28:00+00:00,2024-04-08T22:38:00+00:00,buy,5257.5,5256.75,-19.96,stop,10
regime,2024-04-08T22:34:00+00:00,2024-04-08T22:40:00+00:00,sell,5257.25,5258.0,-19.96,stop,6
regime,2024-04-08T22:16:00+00:00,2024-04-08T23:04:00+00:00,buy,5257.75,5256.75,-18.72,stop,48
regime,2024-04-08T22:16:00+00:00,2024-04-08T23:18:00+00:00,buy,5257.75,5256.5,-22.47,stop,62
regime,2024-04-08T22:20:00+00:00,2024-04-08T23:18:00+00:00,buy,5257.5,5256.5,-18.72,stop,58
regime,2024-04-08T22:26:00+00:00,2024-04-08T23:18:00+00:00,sell,5257.75,5256.25,25.04,target,52
regime,2024-04-08T22:28:00+00:00,2024-04-08T23:18:00+00:00,buy,5257.5,5256.5,-24.96,stop,50
regime,2024-04-08T22:26:00+00:00,2024-04-08T23:18:00+00:00,sell,5257.75,5256.25,25.04,target,52
regime,2024-04-08T22:38:00+00:00,2024-04-08T23:18:00+00:00,buy,5257.25,5256.25,-24.96,stop,40
regime,2024-04-08T22:28:00+00:00,2024-04-08T23:18:00+00:00,buy,5257.5,5256.5,-24.96,stop,50
regime,2024-04-08T22:26:00+00:00,2024-04-08T23:18:00+00:00,sell,5257.75,5256.25,25.04,target,52
regime,2024-04-08T22:38:00+00:00,2024-04-08T23:18:00+00:00,buy,5257.25,5256.25,-24.96,stop,40
regime,2024-04-08T22:38:00+00:00,2024-04-08T23:18:00+00:00,buy,5257.25,5256.5,-19.96,stop,40
regime,2024-04-08T23:14:00+00:00,2024-04-08T23:18:00+00:00,buy,5257.25,5256.5,-24.95,stop,4
regime,2024-04-08T23:18:00+00:00,2024-04-08T23:22:00+00:00,buy,5257.0,5256.25,-19.96,stop,4
regime,2024-04-08T22:22:00+00:00,2024-04-08T23:28:00+00:00,sell,5257.5,5256.0,25.04,target,66
regime,2024-04-08T23:20:00+00:00,2024-04-08T23:28:00+00:00,buy,5256.75,5256.0,-19.96,stop,8
regime,2024-04-08T23:26:00+00:00,2024-04-08T23:28:00+00:00,buy,5256.75,5256.0,-24.95,stop,2
regime,2024-04-08T22:18:00+00:00,2024-04-08T23:42:00+00:00,sell,5257.5,5255.5,26.28,target,84
regime,2024-04-08T23:08:00+00:00,2024-04-08T23:42:00+00:00,sell,5257.25,5255.75,25.04,target,34
regime,2024-04-08T23:12:00+00:00,2024-04-08T23:42:00+00:00,sell,5257.0,5255.5,25.04,target,30
regime,2024-04-08T23:16:00+00:00,2024-04-08T23:42:00+00:00,sell,5257.0,5255.75,25.05,target,26
